,Table ID,Line,UniqueID,Stub,Data Release
31439,B24126,365,B24126_365,Cargo and freight agents,
31440,B24126,366,B24126_366,Couriers and messengers,
31441,B24126,367,B24126_367,Public safety telecommunicators,
31442,B24126,368,B24126_368,"Dispatchers, except police, fire, and ambulance",
31443,B24126,369,B24126_369,"Meter readers, utilities",
31444,B24126,370,B24126_370,Postal service clerks,
31445,B24126,371,B24126_371,Postal service mail carriers,
31446,B24126,372,B24126_372,"Postal service mail sorters, processors, and processing machine operators",
31447,B24126,373,B24126_373,"Production, planning, and expediting clerks",
31448,B24126,374,B24126_374,"Shipping, receiving, and inventory clerks",
31449,B24126,375,B24126_375,"Weighers, measurers, checkers, and samplers, recordkeeping",
31450,B24126,376,B24126_376,Executive secretaries and executive administrative assistants,
31451,B24126,377,B24126_377,Legal secretaries and administrative assistants,
31452,B24126,378,B24126_378,Medical secretaries and administrative assistants,
31453,B24126,379,B24126_379,"Secretaries and administrative assistants, except legal, medical, and executive",
31454,B24126,380,B24126_380,Data entry keyers,
31455,B24126,381,B24126_381,Word processors and typists,
31456,B24126,382,B24126_382,Desktop publishers,
31457,B24126,383,B24126_383,Insurance claims and policy processing clerks,
31458,B24126,384,B24126_384,"Mail clerks and mail machine operators, except postal service",
31459,B24126,385,B24126_385,"Office clerks, general",
31460,B24126,386,B24126_386,"Office machine operators, except computer",
31461,B24126,387,B24126_387,Proofreaders and copy markers,
31462,B24126,388,B24126_388,Statistical assistants,
31463,B24126,389,B24126_389,"Office and administrative support workers, all other",
31464,B24126,390,B24126_390,"First-line supervisors of farming, fishing, and forestry workers",
31465,B24126,391,B24126_391,Agricultural inspectors,
31466,B24126,392,B24126_392,Animal breeders,
31467,B24126,393,B24126_393,"Graders and sorters, agricultural products",
31468,B24126,394,B24126_394,Miscellaneous agricultural workers,
31469,B24126,395,B24126_395,Fishing and hunting workers,
31470,B24126,396,B24126_396,Forest and conservation workers,
31471,B24126,397,B24126_397,Logging workers,
31472,B24126,398,B24126_398,First-line supervisors of construction trades and extraction workers,
31473,B24126,399,B24126_399,Boilermakers,
31474,B24126,400,B24126_400,"Brickmasons, blockmasons, and stonemasons",
31475,B24126,401,B24126_401,Carpenters,
31476,B24126,402,B24126_402,"Carpet, floor, and tile installers and finishers",
31477,B24126,403,B24126_403,"Cement masons, concrete finishers, and terrazzo workers",
31478,B24126,404,B24126_404,Construction laborers,
31479,B24126,405,B24126_405,Construction equipment operators,
31480,B24126,406,B24126_406,"Drywall installers, ceiling tile installers, and tapers",
31481,B24126,407,B24126_407,Electricians,
31482,B24126,408,B24126_408,Glaziers,
31483,B24126,409,B24126_409,Insulation workers,
31484,B24126,410,B24126_410,Painters and paperhangers,
31485,B24126,411,B24126_411,Pipelayers,
31486,B24126,412,B24126_412,"Plumbers, pipefitters, and steamfitters",
31487,B24126,413,B24126_413,Plasterers and stucco masons,
31488,B24126,414,B24126_414,Reinforcing iron and rebar workers,
31489,B24126,415,B24126_415,Roofers,
31490,B24126,416,B24126_416,Sheet metal workers,
31491,B24126,417,B24126_417,Structural iron and steel workers,
31492,B24126,418,B24126_418,Solar photovoltaic installers,
31493,B24126,419,B24126_419,"Helpers, construction trades",
31494,B24126,420,B24126_420,Construction and building inspectors,
31495,B24126,421,B24126_421,Elevator and escalator installers and repairers,
31496,B24126,422,B24126_422,Fence erectors,
31497,B24126,423,B24126_423,Hazardous materials removal workers,
31498,B24126,424,B24126_424,Highway maintenance workers,
31499,B24126,425,B24126_425,Rail-track laying and maintenance equipment operators,
31500,B24126,426,B24126_426,Septic tank servicers and sewer pipe cleaners,
31501,B24126,427,B24126_427,Miscellaneous construction and related workers,
31502,B24126,428,B24126_428,"Derrick, rotary drill, and service unit operators, oil and gas",
31503,B24126,429,B24126_429,"Excavating and loading machine and dragline operators, surface mining",
31504,B24126,430,B24126_430,"Earth drillers, except oil and gas",
31505,B24126,431,B24126_431,"Explosives workers, ordnance handling experts, and blasters",
31506,B24126,432,B24126_432,Underground mining machine operators,
31507,B24126,433,B24126_433,"Roustabouts, oil and gas",
31508,B24126,434,B24126_434,Other extraction workers,
31509,B24126,435,B24126_435,"First-line supervisors of mechanics, installers, and repairers",
31510,B24126,436,B24126_436,"Computer, automated teller, and office machine repairers",
31511,B24126,437,B24126_437,Radio and telecommunications equipment installers and repairers,
31512,B24126,438,B24126_438,Avionics technicians,
31513,B24126,439,B24126_439,"Electric motor, power tool, and related repairers",
31514,B24126,440,B24126_440,"Electrical and electronics installers and repairers, transportation equipment",
31515,B24126,441,B24126_441,"Electrical and electronics repairers, industrial and utility",
31516,B24126,442,B24126_442,"Electronic equipment installers and repairers, motor vehicles",
31517,B24126,443,B24126_443,Audiovisual equipment installers and repairers,
31518,B24126,444,B24126_444,Security and fire alarm systems installers,
31519,B24126,445,B24126_445,Aircraft mechanics and service technicians,
31520,B24126,446,B24126_446,Automotive body and related repairers,
31521,B24126,447,B24126_447,Automotive glass installers and repairers,
31522,B24126,448,B24126_448,Automotive service technicians and mechanics,
31523,B24126,449,B24126_449,Bus and truck mechanics and diesel engine specialists,
31524,B24126,450,B24126_450,Heavy vehicle and mobile equipment service technicians and mechanics,
31525,B24126,451,B24126_451,Small engine mechanics,
31526,B24126,452,B24126_452,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",
31527,B24126,453,B24126_453,Control and valve installers and repairers,
31528,B24126,454,B24126_454,"Heating, air conditioning, and refrigeration mechanics and installers",
31529,B24126,455,B24126_455,Home appliance repairers,
31530,B24126,456,B24126_456,Industrial and refractory machinery mechanics,
31531,B24126,457,B24126_457,"Maintenance and repair workers, general",
31532,B24126,458,B24126_458,"Maintenance workers, machinery",
31533,B24126,459,B24126_459,Millwrights,
31534,B24126,460,B24126_460,Electrical power-line installers and repairers,
31535,B24126,461,B24126_461,Telecommunications line installers and repairers,
31536,B24126,462,B24126_462,Precision instrument and equipment repairers,
31537,B24126,463,B24126_463,Wind turbine service technicians,
31538,B24126,464,B24126_464,"Coin, vending, and amusement machine servicers and repairers",
31539,B24126,465,B24126_465,Commercial divers,
31540,B24126,466,B24126_466,Locksmiths and safe repairers,
31541,B24126,467,B24126_467,Manufactured building and mobile home installers,
31542,B24126,468,B24126_468,Riggers,
31543,B24126,469,B24126_469,"Helpers--installation, maintenance, and repair workers ",
31544,B24126,470,B24126_470,"Other installation, maintenance, and repair workers",
31545,B24126,471,B24126_471,First-line supervisors of production and operating workers,
31546,B24126,472,B24126_472,"Aircraft structure, surfaces, rigging, and systems assemblers",
31547,B24126,473,B24126_473,"Electrical, electronics, and electromechanical assemblers",
31548,B24126,474,B24126_474,Engine and other machine assemblers,
31549,B24126,475,B24126_475,Structural metal fabricators and fitters,
31550,B24126,476,B24126_476,Other assemblers and fabricators,
31551,B24126,477,B24126_477,Bakers,
31552,B24126,478,B24126_478,"Butchers and other meat, poultry, and fish processing workers",
31553,B24126,479,B24126_479,"Food and tobacco roasting, baking, and drying machine operators and tenders",
31554,B24126,480,B24126_480,Food batchmakers,
31555,B24126,481,B24126_481,Food cooking machine operators and tenders,
31556,B24126,482,B24126_482,"Food processing workers, all other",
31557,B24126,483,B24126_483,Computer numerically controlled tool operators and programmers,
31558,B24126,484,B24126_484,"Forming machine setters, operators, and tenders, metal and plastic",
31559,B24126,485,B24126_485,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",
31560,B24126,486,B24126_486,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",
31561,B24126,487,B24126_487,"Other machine tool setters, operators, and tenders, metal and plastic",
31562,B24126,488,B24126_488,Machinists,
31563,B24126,489,B24126_489,"Metal furnace operators, tenders, pourers, and casters",
31564,B24126,490,B24126_490,"Model makers and patternmakers, metal and plastic",
31565,B24126,491,B24126_491,"Molders and molding machine setters, operators, and tenders, metal and plastic",
31566,B24126,492,B24126_492,Tool and die makers,
31567,B24126,493,B24126_493,"Welding, soldering, and brazing workers",
31568,B24126,494,B24126_494,Other metal workers and plastic workers,
31569,B24126,495,B24126_495,Prepress technicians and workers,
31570,B24126,496,B24126_496,Printing press operators,
31571,B24126,497,B24126_497,Print binding and finishing workers ,
31572,B24126,498,B24126_498,Laundry and dry-cleaning workers,
31573,B24126,499,B24126_499,"Pressers, textile, garment, and related materials",
31574,B24126,500,B24126_500,Sewing machine operators,
31575,B24126,501,B24126_501,Shoe and leather workers,
31576,B24126,502,B24126_502,"Tailors, dressmakers, and sewers",
31577,B24126,503,B24126_503,"Textile machine setters, operators, and tenders",
31578,B24126,504,B24126_504,Upholsterers,
31579,B24126,505,B24126_505,"Other textile, apparel, and furnishings workers",
31580,B24126,506,B24126_506,Cabinetmakers and bench carpenters,
31581,B24126,507,B24126_507,Furniture finishers,
31582,B24126,508,B24126_508,"Sawing machine setters, operators, and tenders, wood",
31583,B24126,509,B24126_509,"Woodworking machine setters, operators, and tenders, except sawing",
31584,B24126,510,B24126_510,Other woodworkers,
31585,B24126,511,B24126_511,"Power plant operators, distributors, and dispatchers",
31586,B24126,512,B24126_512,Stationary engineers and boiler operators,
31587,B24126,513,B24126_513,Water and wastewater treatment plant and system operators,
31588,B24126,514,B24126_514,Miscellaneous plant and system operators,
31589,B24126,515,B24126_515,"Chemical processing machine setters, operators, and tenders",
31590,B24126,516,B24126_516,"Crushing, grinding, polishing, mixing, and blending workers",
31591,B24126,517,B24126_517,Cutting workers,
31592,B24126,518,B24126_518,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",
31593,B24126,519,B24126_519,"Furnace, kiln, oven, drier, and kettle operators and tenders",
31594,B24126,520,B24126_520,"Inspectors, testers, sorters, samplers, and weighers",
31595,B24126,521,B24126_521,Jewelers and precious stone and metal workers,
31596,B24126,522,B24126_522,Dental and ophthalmic laboratory technicians and medical appliance technicians,
31597,B24126,523,B24126_523,Packaging and filling machine operators and tenders,
31598,B24126,524,B24126_524,Painting workers,
31599,B24126,525,B24126_525,Photographic process workers and processing machine operators,
31600,B24126,526,B24126_526,Adhesive bonding machine operators and tenders,
31601,B24126,527,B24126_527,Etchers and engravers,
31602,B24126,528,B24126_528,"Molders, shapers, and casters, except metal and plastic",
31603,B24126,529,B24126_529,"Paper goods machine setters, operators, and tenders",
31604,B24126,530,B24126_530,Tire builders,
31605,B24126,531,B24126_531,Helpers--production workers,
31606,B24126,532,B24126_532,Other production equipment operators and tenders,
31607,B24126,533,B24126_533,Other production workers,
31608,B24126,534,B24126_534,Supervisors of transportation and material moving workers,
31609,B24126,535,B24126_535,Aircraft pilots and flight engineers,
31610,B24126,536,B24126_536,Air traffic controllers and airfield operations specialists,
31611,B24126,537,B24126_537,Flight attendants,
31612,B24126,538,B24126_538,"Ambulance drivers and attendants, except emergency medical technicians",
31613,B24126,539,B24126_539,"Bus drivers, school",
31614,B24126,540,B24126_540,"Bus drivers, transit and intercity",
31615,B24126,541,B24126_541,Driver/sales workers and truck drivers,
31616,B24126,542,B24126_542,Shuttle drivers and chauffeurs,
31617,B24126,543,B24126_543,Taxi drivers,
31618,B24126,544,B24126_544,"Motor vehicle operators, all other",
31619,B24126,545,B24126_545,Locomotive engineers and operators,
31620,B24126,546,B24126_546,Railroad conductors and yardmasters,
31621,B24126,547,B24126_547,Other rail transportation workers,
31622,B24126,548,B24126_548,Sailors and marine oilers,
31623,B24126,549,B24126_549,Ship and boat captains and operators,
31624,B24126,550,B24126_550,Ship engineers,
31625,B24126,551,B24126_551,Parking attendants,
31626,B24126,552,B24126_552,Transportation service attendants   ,
31627,B24126,553,B24126_553,Transportation inspectors,
31628,B24126,554,B24126_554,Passenger attendants,
31629,B24126,555,B24126_555,Other transportation workers ,
31630,B24126,556,B24126_556,Crane and tower operators,
31631,B24126,557,B24126_557,"Conveyor, dredge, and hoist and winch operators",
31632,B24126,558,B24126_558,Industrial truck and tractor operators,
31633,B24126,559,B24126_559,Cleaners of vehicles and equipment,
31634,B24126,560,B24126_560,"Laborers and freight, stock, and material movers, hand",
31635,B24126,561,B24126_561,Machine feeders and offbearers,
31636,B24126,562,B24126_562,"Packers and packagers, hand",
31637,B24126,563,B24126_563,Stockers and order fillers,
31638,B24126,564,B24126_564,Pumping station operators,
31639,B24126,565,B24126_565,Refuse and recyclable material collectors,
31640,B24126,566,B24126_566,Other material moving workers,
31641,,,,,
31642,B25001, ,,HOUSING UNITS,"1,5"
31643,B25001, ,,Universe:  Housing units,
31644,B25001,1,B25001_001,Total,
31645,,,,,
31646,B25002, ,,OCCUPANCY STATUS,"1,5"
31647,B25002, ,,Universe:  Housing units,
31648,B25002,1,B25002_001,Total:,
31649,B25002,2,B25002_002,Occupied,
31650,B25002,3,B25002_003,Vacant,
31651,,,,,
31652,B25003, ,,TENURE,"1,5"
31653,B25003, ,,Universe:  Occupied housing units,
31654,B25003,1,B25003_001,Total:,
31655,B25003,2,B25003_002,Owner occupied,
31656,B25003,3,B25003_003,Renter occupied,
31657,,,,,
31658,B25003A, ,,TENURE (WHITE ALONE HOUSEHOLDER),"1,5"
31659,B25003A, ,,Universe:  Occupied housing units with a householder who is White alone,
31660,B25003A,1,B25003A_001,Total:,
31661,B25003A,2,B25003A_002,Owner occupied,
31662,B25003A,3,B25003A_003,Renter occupied,
31663,,,,,
31664,B25003B, ,,TENURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),"1,5"
31665,B25003B, ,,Universe:  Occupied housing units with a householder who is Black or African American alone,
31666,B25003B,1,B25003B_001,Total:,
31667,B25003B,2,B25003B_002,Owner occupied,
31668,B25003B,3,B25003B_003,Renter occupied,
31669,,,,,
31670,B25003C, ,,TENURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),"1,5"
31671,B25003C, ,,Universe:  Occupied housing units with a householder who is American Indian and Alaska Native alone,
31672,B25003C,1,B25003C_001,Total:,
31673,B25003C,2,B25003C_002,Owner occupied,
31674,B25003C,3,B25003C_003,Renter occupied,
31675,,,,,
31676,B25003D, ,,TENURE (ASIAN ALONE HOUSEHOLDER),"1,5"
31677,B25003D, ,,Universe:  Occupied housing units with a householder who is Asian alone,
31678,B25003D,1,B25003D_001,Total:,
31679,B25003D,2,B25003D_002,Owner occupied,
31680,B25003D,3,B25003D_003,Renter occupied,
31681,,,,,
31682,B25003E, ,,TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),"1,5"
31683,B25003E, ,,Universe:  Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone,
31684,B25003E,1,B25003E_001,Total:,
31685,B25003E,2,B25003E_002,Owner occupied,
31686,B25003E,3,B25003E_003,Renter occupied,
31687,,,,,
31688,B25003F, ,,TENURE (SOME OTHER RACE ALONE HOUSEHOLDER),"1,5"
31689,B25003F, ,,Universe:  Occupied housing units with a householder who is Some other race alone,
31690,B25003F,1,B25003F_001,Total:,
31691,B25003F,2,B25003F_002,Owner occupied,
31692,B25003F,3,B25003F_003,Renter occupied,
31693,,,,,
31694,B25003G, ,,TENURE (TWO OR MORE RACES HOUSEHOLDER),"1,5"
31695,B25003G, ,,Universe:  Occupied housing units with a householder who is Two or more races,
31696,B25003G,1,B25003G_001,Total:,
31697,B25003G,2,B25003G_002,Owner occupied,
31698,B25003G,3,B25003G_003,Renter occupied,
31699,,,,,
31700,B25003H, ,,"TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","1,5"
31701,B25003H, ,,"Universe:  Occupied housing units with a householder who is White alone, not Hispanic or Latino",
31702,B25003H,1,B25003H_001,Total:,
31703,B25003H,2,B25003H_002,Owner occupied,
31704,B25003H,3,B25003H_003,Renter occupied,
31705,,,,,
31706,B25003I, ,,TENURE (HISPANIC OR LATINO HOUSEHOLDER),"1,5"
31707,B25003I, ,,Universe:  Occupied housing units with a householder who is Hispanic or Latino,
31708,B25003I,1,B25003I_001,Total:,
31709,B25003I,2,B25003I_002,Owner occupied,
31710,B25003I,3,B25003I_003,Renter occupied,
31711,,,,,
31712,B25004, ,,VACANCY STATUS,"1,5"
31713,B25004, ,,Universe:  Vacant housing units,
31714,B25004,1,B25004_001,Total:,
31715,B25004,2,B25004_002,For rent,
31716,B25004,3,B25004_003,"Rented, not occupied",
31717,B25004,4,B25004_004,For sale only,
31718,B25004,5,B25004_005,"Sold, not occupied",
31719,B25004,6,B25004_006,"For seasonal, recreational, or occasional use",
31720,B25004,7,B25004_007,For migrant workers,
31721,B25004,8,B25004_008,Other vacant,
31722,,,,,
31723,C25004, ,,VACANCY STATUS,1
31724,C25004, ,,Universe:  Vacant housing units,
31725,C25004,1,C25004_001,Total:,
31726,C25004,2,C25004_002,"For rent, for sale only, and rented or sold, not occupied",
31727,C25004,3,C25004_003,All other vacant units ,
31728,,,,,
31729,B25005, ,,VACANT - CURRENT RESIDENCE ELSEWHERE,"1,5"
31730,B25005, ,,Universe:  Vacant housing units,
31731,B25005,1,B25005_001,Total:,
31732,B25005,2,B25005_002,Vacant - current residence elsewhere ,
31733,B25005,3,B25005_003,All other vacant units ,
31734,,,,,
31735,B25006, ,,RACE OF HOUSEHOLDER,"1,5"
31736,B25006, ,,Universe:  Occupied housing units,
31737,B25006,1,B25006_001,Total:,
31738,B25006,2,B25006_002,Householder who is White alone,
31739,B25006,3,B25006_003,Householder who is Black or African American alone,
31740,B25006,4,B25006_004,Householder who is American Indian and Alaska Native alone,
31741,B25006,5,B25006_005,Householder who is Asian alone,
31742,B25006,6,B25006_006,Householder who is Native Hawaiian and Other Pacific Islander alone,
31743,B25006,7,B25006_007,Householder who is Some other race alone,
31744,B25006,8,B25006_008,Householder who is Two or more races:,
31745,B25006,9,B25006_009,Householder who is Two races including Some other race,
31746,B25006,10,B25006_010,"Householder who is Two races excluding Some other race, and three or more races",
31747,,,,,
31748,B25007, ,,TENURE BY AGE OF HOUSEHOLDER,"1,5"
31749,B25007, ,,Universe:  Occupied housing units,
31750,B25007,1,B25007_001,Total:,
31751,B25007,2,B25007_002,Owner occupied:,
31752,B25007,3,B25007_003,Householder 15 to 24 years,
31753,B25007,4,B25007_004,Householder 25 to 34 years,
31754,B25007,5,B25007_005,Householder 35 to 44 years,
31755,B25007,6,B25007_006,Householder 45 to 54 years,
31756,B25007,7,B25007_007,Householder 55 to 59 years,
31757,B25007,8,B25007_008,Householder 60 to 64 years,
31758,B25007,9,B25007_009,Householder 65 to 74 years,
31759,B25007,10,B25007_010,Householder 75 to 84 years,
31760,B25007,11,B25007_011,Householder 85 years and over,
31761,B25007,12,B25007_012,Renter occupied:,
31762,B25007,13,B25007_013,Householder 15 to 24 years,
31763,B25007,14,B25007_014,Householder 25 to 34 years,
31764,B25007,15,B25007_015,Householder 35 to 44 years,
31765,B25007,16,B25007_016,Householder 45 to 54 years,
31766,B25007,17,B25007_017,Householder 55 to 59 years,
31767,B25007,18,B25007_018,Householder 60 to 64 years,
31768,B25007,19,B25007_019,Householder 65 to 74 years,
31769,B25007,20,B25007_020,Householder 75 to 84 years,
31770,B25007,21,B25007_021,Householder 85 years and over,
31771,,,,,
31772,B25008, ,,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE,"1,5"
31773,B25008, ,,Universe:  Total population in occupied housing units,
31774,B25008,1,B25008_001,Total:,
31775,B25008,2,B25008_002,Owner occupied,
31776,B25008,3,B25008_003,Renter occupied,
31777,,,,,
31778,B25009, ,,TENURE BY HOUSEHOLD SIZE,"1,5"
31779,B25009, ,,Universe:  Occupied housing units,
31780,B25009,1,B25009_001,Total:,
31781,B25009,2,B25009_002,Owner occupied:,
31782,B25009,3,B25009_003,1-person household,
31783,B25009,4,B25009_004,2-person household,
31784,B25009,5,B25009_005,3-person household,
31785,B25009,6,B25009_006,4-person household,
31786,B25009,7,B25009_007,5-person household,
31787,B25009,8,B25009_008,6-person household,
31788,B25009,9,B25009_009,7-or-more person household,
31789,B25009,10,B25009_010,Renter occupied:,
31790,B25009,11,B25009_011,1-person household,
31791,B25009,12,B25009_012,2-person household,
31792,B25009,13,B25009_013,3-person household,
31793,B25009,14,B25009_014,4-person household,
31794,B25009,15,B25009_015,5-person household,
31795,B25009,16,B25009_016,6-person household,
31796,B25009,17,B25009_017,7-or-more person household,
31797,,,,,
31798,B25010, ,,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE,"1,5"
31799,B25010, ,,Universe:  Occupied housing units,
31800,B25010,0.5,,Average household size --,
31801,B25010,1,B25010_001,Total:,
31802,B25010,2,B25010_002,Owner occupied,
31803,B25010,3,B25010_003,Renter occupied,
31804,,,,,
31805,B25011, ,,TENURE BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER,"1,5"
31806,B25011, ,,Universe:  Occupied housing units,
31807,B25011,1,B25011_001,Total:,
31808,B25011,2,B25011_002,Owner occupied:,
31809,B25011,3,B25011_003,Family households:,
31810,B25011,4,B25011_004,Married-couple family:,
31811,B25011,5,B25011_005,Householder 15 to 34 years,
31812,B25011,6,B25011_006,Householder 35 to 64 years,
31813,B25011,7,B25011_007,Householder 65 years and over,
31814,B25011,8,B25011_008,Other family:,
31815,B25011,9,B25011_009,"Male householder, no spouse present:",
31816,B25011,10,B25011_010,Householder 15 to 34 years,
31817,B25011,11,B25011_011,Householder 35 to 64 years,
31818,B25011,12,B25011_012,Householder 65 years and over,
31819,B25011,13,B25011_013,"Female householder, no spouse present:",
31820,B25011,14,B25011_014,Householder 15 to 34 years,
31821,B25011,15,B25011_015,Householder 35 to 64 years,
31822,B25011,16,B25011_016,Householder 65 years and over,
31823,B25011,17,B25011_017,Nonfamily households:,
31824,B25011,18,B25011_018,Householder living alone:,
31825,B25011,19,B25011_019,Householder 15 to 34 years,
31826,B25011,20,B25011_020,Householder 35 to 64 years,
31827,B25011,21,B25011_021,Householder 65 years and over,
31828,B25011,22,B25011_022,Householder not living alone:,
31829,B25011,23,B25011_023,Householder 15 to 34 years,
31830,B25011,24,B25011_024,Householder 35 to 64 years,
31831,B25011,25,B25011_025,Householder 65 years and over,
31832,B25011,26,B25011_026,Renter occupied:,
31833,B25011,27,B25011_027,Family households:,
31834,B25011,28,B25011_028,Married-couple family:,
31835,B25011,29,B25011_029,Householder 15 to 34 years,
31836,B25011,30,B25011_030,Householder 35 to 64 years,
31837,B25011,31,B25011_031,Householder 65 years and over,
31838,B25011,32,B25011_032,Other family:,
31839,B25011,33,B25011_033,"Male householder, no spouse present:",
31840,B25011,34,B25011_034,Householder 15 to 34 years,
31841,B25011,35,B25011_035,Householder 35 to 64 years,
31842,B25011,36,B25011_036,Householder 65 years and over,
31843,B25011,37,B25011_037,"Female householder, no spouse present:",
31844,B25011,38,B25011_038,Householder 15 to 34 years,
31845,B25011,39,B25011_039,Householder 35 to 64 years,
31846,B25011,40,B25011_040,Householder 65 years and over,
31847,B25011,41,B25011_041,Nonfamily households:,
31848,B25011,42,B25011_042,Householder living alone:,
31849,B25011,43,B25011_043,Householder 15 to 34 years,
31850,B25011,44,B25011_044,Householder 35 to 64 years,
31851,B25011,45,B25011_045,Householder 65 years and over,
31852,B25011,46,B25011_046,Householder not living alone:,
31853,B25011,47,B25011_047,Householder 15 to 34 years,
31854,B25011,48,B25011_048,Householder 35 to 64 years,
31855,B25011,49,B25011_049,Householder 65 years and over,
31856,,,,,
31857,B25012, ,,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,"1,5"
31858,B25012, ,,Universe:  Occupied housing units,
31859,B25012,1,B25012_001,Total:,
31860,B25012,2,B25012_002,Owner-occupied housing units:,
31861,B25012,3,B25012_003,With related children of the householder under 18:,
31862,B25012,4,B25012_004,With own children of the householder under 18:,
31863,B25012,5,B25012_005,Under 6 years only ,
31864,B25012,6,B25012_006,Under 6 years and 6 to 17 years ,
31865,B25012,7,B25012_007,6 to 17 years ,
31866,B25012,8,B25012_008,No own children of the householder under 18 ,
31867,B25012,9,B25012_009,No related children of the householder under 18 ,
31868,B25012,10,B25012_010,Renter-occupied housing units:,
31869,B25012,11,B25012_011,With related children of the householder under 18:,
31870,B25012,12,B25012_012,With own children of the householder under 18:,
31871,B25012,13,B25012_013,Under 6 years only ,
31872,B25012,14,B25012_014,Under 6 years and 6 to 17 years ,
31873,B25012,15,B25012_015,6 to 17 years ,
31874,B25012,16,B25012_016,No own children of the householder under 18 ,
31875,B25012,17,B25012_017,No related children of the householder under 18 ,
31876,,,,,
31877,B25013, ,,TENURE BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER,"1,5"
31878,B25013, ,,Universe:  Occupied housing units ,
31879,B25013,1,B25013_001,Total:,
31880,B25013,2,B25013_002,Owner-occupied housing units:,
31881,B25013,3,B25013_003,Less than high school graduate ,
31882,B25013,4,B25013_004,High school graduate (including equivalency) ,
31883,B25013,5,B25013_005,Some college or associate's degree ,
31884,B25013,6,B25013_006,Bachelor's degree or higher ,
31885,B25013,7,B25013_007,Renter-occupied housing units:,
31886,B25013,8,B25013_008,Less than high school graduate ,
31887,B25013,9,B25013_009,High school graduate (including equivalency) ,
31888,B25013,10,B25013_010,Some college or associate's degree ,
31889,B25013,11,B25013_011,Bachelor's degree or higher ,
31890,,,,,
31891,B25014, ,,TENURE BY OCCUPANTS PER ROOM,"1,5"
31892,B25014, ,,Universe:  Occupied housing units,
31893,B25014,1,B25014_001,Total:,
31894,B25014,2,B25014_002,Owner occupied:,
31895,B25014,3,B25014_003,0.50 or less occupants per room,
31896,B25014,4,B25014_004,0.51 to 1.00 occupants per room,
31897,B25014,5,B25014_005,1.01 to 1.50 occupants per room,
31898,B25014,6,B25014_006,1.51 to 2.00 occupants per room,
31899,B25014,7,B25014_007,2.01 or more occupants per room,
31900,B25014,8,B25014_008,Renter occupied:,
31901,B25014,9,B25014_009,0.50 or less occupants per room,
31902,B25014,10,B25014_010,0.51 to 1.00 occupants per room,
31903,B25014,11,B25014_011,1.01 to 1.50 occupants per room,
31904,B25014,12,B25014_012,1.51 to 2.00 occupants per room,
31905,B25014,13,B25014_013,2.01 or more occupants per room,
31906,,,,,
31907,B25014A, ,,OCCUPANTS PER ROOM (WHITE ALONE HOUSEHOLDER),"1,5"
31908,B25014A, ,,Universe:  Occupied housing units with a householder who is White alone,
31909,B25014A,1,B25014A_001,Total:,
31910,B25014A,2,B25014A_002,1.00 or less occupants per room,
31911,B25014A,3,B25014A_003,1.01 or more occupants per room,
31912,,,,,
31913,B25014B, ,,OCCUPANTS PER ROOM (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),"1,5"
31914,B25014B, ,,Universe:  Occupied housing units with a householder who is Black or African American alone,
31915,B25014B,1,B25014B_001,Total:,
31916,B25014B,2,B25014B_002,1.00 or less occupants per room,
31917,B25014B,3,B25014B_003,1.01 or more occupants per room,
31918,,,,,
31919,B25014C, ,,OCCUPANTS PER ROOM (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),"1,5"
31920,B25014C, ,,Universe:  Occupied housing units with a householder who is American Indian and Alaska Native alone,
31921,B25014C,1,B25014C_001,Total:,
31922,B25014C,2,B25014C_002,1.00 or less occupants per room,
31923,B25014C,3,B25014C_003,1.01 or more occupants per room,
31924,,,,,
31925,B25014D, ,,OCCUPANTS PER ROOM (ASIAN ALONE HOUSEHOLDER),"1,5"
31926,B25014D, ,,Universe:  Occupied housing units with a householder who is Asian alone,
31927,B25014D,1,B25014D_001,Total:,
31928,B25014D,2,B25014D_002,1.00 or less occupants per room,
31929,B25014D,3,B25014D_003,1.01 or more occupants per room,
31930,,,,,
31931,B25014E, ,,OCCUPANTS PER ROOM (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),"1,5"
31932,B25014E, ,,Universe:  Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone,
